area,adress,price,price_per_sqm,monthly_fee,size_in_sqm,date_sold
Vasastan,Karlbergsvägen 87B,7100000,136538,2817.0,52,2022-03-08
Södermalm,Östgötagatan 77,4775000,97449,1842.0,49,2022-03-08
Södermalm,Metargatan 9,3950000,117910,2234.0,33,2022-03-08
Södermalm,"Möregatan 6, 4tr",6050000,112037,3300.0,54,2022-03-08
Södermalm,"Tantogatan 67, 6tr",3800000,89412,2068.0,42,2022-03-08
Södermalm,Lundagatan 44B,5400000,113684,2362.0,47,2022-03-08
Vasastan,Västmannagatan 67,5825000,105909,2053.0,55,2022-03-08
Vasastan,"Vikingagatan 28, 1tr",8300000,133871,1483.0,62,2022-03-08
Östermalm,"Linnégatan 60, 4 tr",11250000,144231,4472.0,78,2022-03-08
Vasastan,Hälsingegatan 14C,9300000,138806,1962.0,67,2022-03-08
Södermalm,Ringvägen 131,4775000,111047,2211.0,43,2022-03-08
Östermalm,Nybrogatan 83 A,6120000,149268,1781.0,41,2022-03-08
Södermalm,Folkskolegatan 22B,7760000,119385,3481.0,65,2022-03-08
Vasastan,Tomtebogatan 3,5050000,136486,1070.0,37,2022-03-07
Östermalm,"Riddargatan 29 B, 2 tr",10850000,164394,2962.0,66,2022-03-07
Vasastan,Frejgatan 45,4300000,122857,2055.0,35,2022-03-07
Östermalm,Sibyllegatan 14A,9500000,148438,1739.0,64,2022-03-07
Östermalm,Artillerigatan 57,8600000,153571,2777.0,56,2022-03-05
Vasastan,"Bråvallagatan 9A, 1tr",5650000,122826,2381.0,46,2022-03-05
Södermalm,Hökens gata 1,5145000,105000,909.0,49,2022-03-05
Södermalm,Lundagatan 36D,4100000,107895,1954.0,38,2022-03-05
Östermalm,"Karlaplan 10, 2 tr",9900000,126923,2997.0,78,2022-03-05
Vasastan,Frejgatan 6A,6750000,133663,2670.0,50,2022-03-05
Vasastan,Rörstrandsgatan 34A,7800000,123810,3042.0,63,2022-03-04
Södermalm,"Tideliusgatan 57, 2 tr.",5625000,86538,2968.0,65,2022-03-04
Södermalm,Bergsundsgatan 14,3900000,95122,3223.0,41,2022-03-04
Vasastan,Upplandsgatan 60,7050000,138235,1840.0,51,2022-03-04
Vasastan,Upplandsgatan 40,8500000,134921,2596.0,63,2022-03-04
Östermalm,Skeppargatan 25C,11500000,188525,2442.0,61,2022-03-04
Södermalm,"Renstiernas gata 30, 5  /  5 tr",6000000,120000,2478.0,50,2022-03-04
Årsta,"Årstavägen 95, 3 tr",3800000,71028,3556.0,53,2022-03-04
Södermalm,Folkungagatan 146 A,4820000,109545,1261.0,44,2022-03-03
Fredhäll,"Frödingsvägen 10, 3tr",3600000,100000,2630.0,36,2022-03-03
Vasastan,Gästrikegatan 16A,4300000,126471,1242.0,34,2022-03-03
Fredhäll,"Vitalisvägen 3, 1tr",4300000,90526,2535.0,47,2022-03-03
Årsta,"Ymsenvägen 2, 4 tr",4350000,75000,2889.0,58,2022-03-03
Vasastan,Völundsgatan 1,6750000,114407,3262.0,59,2022-03-03
Östermalm,"Linnégatan 67, 5tr",8500000,141667,3857.0,60,2022-03-03
Södermalm,"Hallandsgatan 50 A, 4tr",3875000,113971,2024.0,34,2022-03-03
Vasastan,"Tegnérgatan 19, 5tr",7700000,128333,2818.0,60,2022-03-02
Vasastan,"Sigtunagatan 16, 3 tr",7600000,112760,2677.0,67,2022-03-02
Vasastan,Västmannagatan 52,6005000,93828,3529.0,64,2022-03-02
Södermalm,Högalidsgatan 40A,7000000,112903,2604.0,62,2022-03-02
Fredhäll,Rålambsvägen 50,3800000,87356,2270.0,43,2022-03-02
Vasastan,Dalagatan 86F,4020000,129677,1847.0,31,2022-03-02
Södermalm,Tideliusgränd 9,5600000,88889,3519.0,63,2022-03-02
Södermalm,"Heleneborgsgatan 11A, 3 tr",4850000,103191,2349.0,47,2022-03-02
Östermalm,Engelbrektsgatan 43 A,6200000,112727,1643.0,55,2022-03-02
Östermalm,Odengatan 12A,8400000,135484,1433.0,62,2022-03-02
Södermalm,"Möregatan 10, 5 tr",3950000,116176,1926.0,34,2022-03-02
Östermalm,"Wittstocksgatan 2, bv",7900000,133898,2799.0,59,2022-03-02
Årsta,Järnlundsvägen 12,3300000,60000,3671.0,55,2022-03-01
Södermalm,"Lorensbergsgatan 5 A, 4 tr",7900000,128455,2602.0,61,2022-03-01
Vasastan,Gävlegatan 5,5250000,119318,1741.0,44,2022-03-01
Östermalm,"Banérgatan 6, BV",6850000,126852,2620.0,54,2022-03-01
Södermalm,Kapellgränd 6B,7550000,130172,2477.0,58,2022-03-01
Vasastan,Drejargatan 6,5525000,125568,2383.0,44,2022-03-01
Vasastan,"Gästrikegatan 8A, 3tr",7100000,131481,3522.0,54,2022-03-01
Vasastan,"Robert Almströmsgatan 7, 2tr",4475000,127857,1873.0,35,2022-03-01
Vasastan,Sankt Eriksgatan 120,4275000,104268,3069.0,41,2022-03-01
Östermalm,Nybrogatan 56,4750000,115854,2188.0,41,2022-03-01
Östermalm,Surbrunnsgatan 3,7120000,127143,3536.0,56,2022-03-01
Årsta,Glindragränd 10,4050000,75000,3398.0,54,2022-03-01
Fredhäll,Atterbomsvägen 38,3700000,86047,2442.0,43,2022-03-01
Södermalm,Hornstulls Strand 1,6000000,139535,2192.0,43,2022-03-01
Vasastan,Hagagatan 8,4700000,138235,1555.0,34,2022-03-01
Vasastan,"Norrbackagatan 25a,1tr",6450000,99231,2918.0,65,2022-03-01
Vasastan,"Karlbergsvägen 72B, 2tr",5610000,143846,1161.0,39,2022-03-01
Södermalm,Bjurholmsgatan 37,4300000,104878,1988.0,41,2022-02-28
Södermalm,Slipgatan 12,4000000,114286,2236.0,35,2022-02-28
Vasastan,Birger Jarlsgatan 81,9100000,122973,3054.0,74,2022-02-28
Södermalm,Lorensbergsgatan 5A,7900000,129508,2613.0,61,2022-02-27
Vasastan,Birger Jarlsgatan 103A,5550000,132143,2121.0,42,2022-02-25
Fredhäll,Fredhällsgatan 13,5200000,92857,2624.0,56,2022-02-25
Södermalm,"Östgötagatan 85, 1tr",7000000,107692,3520.0,65,2022-02-25
Södermalm,Kocksgatan 45A,7200000,120000,2721.0,60,2022-02-25
Årsta,Årstavägen 70 vån 6 / 7,3400000,61818,3434.0,55,2022-02-25
Södermalm,Bondegatan 6,6200000,131915,2722.0,47,2022-02-25
Södermalm,Bellmansgatan 6,8925000,131250,2601.0,68,2022-02-25
Vasastan,Luntmakargatan 95,5200000,118182,1577.0,44,2022-02-25
Årsta,"Storsjövägen 40, 1tr",2950000,68605,2394.0,43,2022-02-24
Årsta,"Årstavägen 57, 2 / 4tr",3200000,73563,3150.0,43,2022-02-24
Södermalm,"Reimersholmsgatan 4, 1 tr",3570000,102000,2382.0,35,2022-02-24
Vasastan,Luntmakargatan 86A,5700000,111765,2785.0,51,2022-02-24
Årsta,Sköntorpsvägen 7,4050000,66942,4203.0,60,2022-02-24
Årsta,Årstavägen 27 entréplan,3370000,61273,3473.0,55,2022-02-24
Vasastan,Gästrikegatan 10,6050000,96032,2592.0,63,2022-02-24
Vasastan,"Dannemoragatan 18, 5 tr",4300000,119444,1885.0,36,2022-02-24
Vasastan,Döbelnsgatan 31 A,7200000,153191,2112.0,47,2022-02-24
Södermalm,"Repslagargatan 16, 1tr",4060000,90222,3605.0,45,2022-02-24
Södermalm,"Flintbacken 2, 3tr",3000000,85714,1661.0,35,2022-02-24
Södermalm,"Folkungagatan 69, 3tr",5650000,101802,1694.0,55,2022-02-24
Vasastan,Västmannagatan 39,8025000,136017,2765.0,59,2022-02-24
Fredhäll,"Vitalisvägen 11, 3tr",3700000,92500,2114.0,40,2022-02-24
Östermalm,Östermalmsgatan 68A,8575000,171500,2088.0,50,2022-02-24
Vasastan,Sveavägen 117A,9100000,124658,2581.0,73,2022-02-24
Årsta,Ottsjövägen 25,4075000,67917,4050.0,60,2022-02-23
Vasastan,Hälsingegatan 10B,4600000,143750,1744.0,32,2022-02-23
Östermalm,Nybrogatan 81,9925000,150379,2960.0,66,2022-02-23
Södermalm,"Rosenlundsgatan 18, 5tr",3970000,110278,2032.0,36,2022-02-23
Södermalm,"Hornsgatan 29 F, gårdshus",6200000,108772,2643.0,57,2022-02-23
Fredhäll,Vitalisvägen 3,4300000,88660,2511.0,48,2022-02-23
Södermalm,Högbergsgatan 24,5200000,115556,2746.0,45,2022-02-23
Vasastan,"Vanadisvägen 4, 4 tr",6495000,94130,2396.0,69,2022-02-23
Södermalm,"Doktor Abelins gata 6, 2 tr",4070000,113056,1786.0,36,2022-02-23
Södermalm,Metargatan 9,3675000,109701,2234.0,33,2022-02-23
Södermalm,Ringvägen 155 A,4900000,119512,2270.0,41,2022-02-23
Fredhäll,Stagneliusvägen 42,5030000,98627,2620.0,51,2022-02-22
Södermalm,Ringvägen 162,4700000,97917,2504.0,48,2022-02-22
Vasastan,Hagaesplanaden 61 CEDERHUSEN,4300000,104878,2426.0,41,2022-02-22
Vasastan,"Hagagatan 8, högst upp",7550000,134821,2561.0,56,2022-02-22
Vasastan,Sankt Eriksplan 5,7900000,125397,1969.0,63,2022-02-22
Vasastan,"Frejgatan 54A, 2tr",5100000,141667,1554.0,36,2022-02-22
Årsta,Dellensvägen 35,3560000,69804,3138.0,51,2022-02-22
Södermalm,Åsögatan 167A,6900000,116949,3128.0,59,2022-02-22
Östermalm,Narvavägen 22a BV,7675000,147596,1189.0,52,2022-02-22
Södermalm,Åsögatan 194,4700000,97917,2415.0,48,2022-02-22
Vasastan,"Teknologgatan 9B, 2tr",6550000,131000,2319.0,50,2022-02-22
Södermalm,"Tobaksspinnargatan 4, 2½ tr",4710000,109535,2024.0,43,2022-02-22
Vasastan,"Sonja Kovalevskys Gata 11, 3 tr",5200000,115556,2250.0,45,2022-02-22
Östermalm,"Skeppargatan 60, 2tr",6900000,127778,2058.0,54,2022-02-22
Södermalm,Kocksgatan 20 A,7000000,127273,2272.0,55,2022-02-22
Vasastan,Tomtebogatan 18,7700000,114925,3160.0,67,2022-02-22
Vasastan,Roslagsgatan 9,6750000,137755,1917.0,49,2022-02-22
Vasastan,"Upplandsgatan 39, 4tr.",6260000,156500,2041.0,40,2022-02-21
Vasastan,Kammakargatan 64B,7200000,104348,3435.0,69,2022-02-21
Södermalm,"Rutger Fuchsgatan 4, 2tr",4350000,120833,1758.0,36,2022-02-21
Vasastan,"Tegnérgatan 55B, 6tr",4850000,161667,2089.0,30,2022-02-21
Vasastan,"Vanadisvägen 3, 1 / 2 tr",4750000,110465,1748.0,43,2022-02-21
Södermalm,Hallandsgatan 48 - mot gård,4800000,102128,2835.0,47,2022-02-20
Östermalm,Valhallavägen 65,3675000,105000,2158.0,35,2022-02-19
Södermalm,Bergsundsgatan 14,4000000,108108,3044.0,37,2022-02-19
Vasastan,Karlbergsvägen 47A,9100000,130000,2547.0,70,2022-02-19
Södermalm,Maria Bangata 2B,4300000,126471,1842.0,344,2022-02-19
Södermalm,Ploggatan 5,5300000,112766,2906.0,47,2022-02-19
Östermalm,Odengatan 16 A,6510000,127647,1261.0,51,2022-02-18
Vasastan,"Frejgatan 42, 3tr",7850000,126613,2444.0,62,2022-02-18
Vasastan,"Västmannagatan 24, 3tr",4700000,123684,1247.0,38,2022-02-18
Vasastan,"Idungatan 6A, 4tr",7975000,119030,2521.0,67,2022-02-18
Södermalm,"Hökens gata 1, Högst upp!",4700000,120513,687.0,39,2022-02-18
Vasastan,"Frejgatan 101, 1 tr",4600000,131054,1508.0,35,2022-02-18
Vasastan,Döbelnsgatan 52,5700000,108987,2128.0,52,2022-02-18
Vasastan,Rödabergsgatan 7,5070000,117907,2608.0,43,2022-02-18
Vasastan,"Dalagatan 21, 4tr",5200000,126829,1456.0,41,2022-02-17
Vasastan,Upplandsgatan 62,6800000,123636,2374.0,55,2022-02-17
Vasastan,Robert Almströmsgatan 5,7000000,101449,2957.0,69,2022-02-17
Södermalm,"Wollmar yxkullsgatan 48B, 4 tr",4500000,113924,2517.0,39,2022-02-17
Östermalm,Kommendörsgatan 42,4725000,147656,726.0,32,2022-02-17
Södermalm,Katarina bangata 25,4570000,101556,2080.0,45,2022-02-17
Vasastan,Vanadisplan 8,8250000,110000,2208.0,75,2022-02-17
Vasastan,Tomtebogatan 3A,6450000,161250,1125.0,40,2022-02-17
Vasastan,Upplandsgatan 79,7500000,127119,1869.0,59,2022-02-17
Vasastan,"Drejargatan 6, 1tr",6000000,142857,2275.0,42,2022-02-17
Södermalm,Östgötagatan 77,7250000,120833,2217.0,60,2022-02-17
Östermalm,Valhallavägen 116,7210000,128750,1959.0,56,2022-02-17
Östermalm,Wittstocksgatan 21,6100000,127083,2284.0,48,2022-02-16
Södermalm,Urvädersgränd 7,5500000,144737,1301.0,38,2022-02-16
Vasastan,Drejargatan 1,4550000,137879,1202.0,33,2022-02-16
Vasastan,"Rådmansgatan 80A,4 tr",4100000,132258,1698.0,31,2022-02-16
Östermalm,"Majorsgatan 6, 1tr",5000000,138889,275.0,36,2022-02-16
Södermalm,"Gotlandsgatan 64, 3,5 tr",4800000,117073,2270.0,41,2022-02-16
Vasastan,"Vikingagatan 7, 4 tr",7000000,109375,3331.0,64,2022-02-16
Södermalm,"Bellmansgatan 15, 2 tr",5060000,117674,1821.0,43,2022-02-16
Vasastan,Upplandsgatan 34,5400000,125581,1855.0,43,2022-02-16
Södermalm,"Kocksgatan 41A, 2 tr",6000000,133333,2439.0,45,2022-02-16
Vasastan,Dannemoragatan 22,4610000,107209,2029.0,43,2022-02-16
Södermalm,"Magnus Ladulåsgatan 45, 5 tr",4950000,85345,2794.0,58,2022-02-16
Södermalm,Götgatan 102,5300000,88333,2612.0,60,2022-02-16
Vasastan,"Rörstrandsgatan 14, 2 tr (ög 1 tr + 1 tr)",7100000,131481,1701.0,54,2022-02-16
Vasastan,"Sveavägen 95, 4 tr",5400000,121348,2106.0,44,2022-02-16
Vasastan,"Hagagatan 22, 5tr",4320000,108000,2885.0,40,2022-02-16
Östermalm,Grev Turegatan 62,8300000,162745,2142.0,51,2022-02-16
Årsta,"Siljansvägen 21, 3 tr",4000000,70796,4124.0,56,2022-02-16
Södermalm,"Brännkyrkagatan 119, 1 / 2tr",5100000,98077,3900.0,52,2022-02-16
Östermalm,"Narvavägen 14, BV",5700000,150000,1583.0,38,2022-02-16
Årsta,Malgomajvägen 7,3485000,61140,3603.0,57,2022-02-16
Vasastan,"Hälsingegatan 3A, 4tr. vindsvåning",6450000,184286,1178.0,35,2022-02-15
Östermalm,"Oxenstiernsgatan 33, 4tr",6100000,124490,577.0,49,2022-02-15
Fredhäll,"Runiusgatan 7, 1 tr",3600000,73469,1976.0,49,2022-02-15
Södermalm,"Gotlandsgatan 75, 5tr",7620000,124918,3084.0,61,2022-02-15
Vasastan,"Vikingagatan 22 A, 1 tr",6800000,121429,1989.0,56,2022-02-15
Vasastan,"Sveavägen 134, 3 tr",4250000,128788,1868.0,33,2022-02-15
Vasastan,"Sveavägen 99, 1.5tr",4700000,108046,2057.0,43,2022-02-15
Vasastan,"Gävlegatan 9, 1 tr",5050000,117442,1705.0,43,2022-02-15
Södermalm,Katarina bangata 50,7130000,119832,3112.0,59,2022-02-15
Fredhäll,Rålambsvägen 52,4300000,102381,2173.0,42,2022-02-15
Östermalm,Valhallavägen 22,3325000,118750,1810.0,28,2022-02-15
Östermalm,Grevgatan 23c,7500000,136364,2755.0,55,2022-02-15
Vasastan,Valhallavägen 38A,8600000,126471,3617.0,68,2022-02-15
Årsta,Rörviksbacken 9,3650000,68868,3017.0,53,2022-02-15
Södermalm,Tavastgatan 31,7080000,118000,1758.0,60,2022-02-15
Södermalm,Tobaksspinnargatan 1,6550000,114912,2925.0,57,2022-02-15
Vasastan,"Luntmakargatan 74, 3 tr",7250000,131818,3300.0,55,2022-02-14
Östermalm,Tyskbagargatan 9,6600000,183333,1644.0,36,2022-02-14
Södermalm,Östgötagatan 48A,4000000,105263,1492.0,38,2022-02-14
Vasastan,Roslagsgatan 47,4300000,102381,2300.0,42,2022-02-14
Fredhäll,"Ernst Ahlgrens väg 4, 2tr",3850000,95062,2304.0,40,2022-02-14
Östermalm,Kaptensgatan 7A,6800000,151111,1876.0,45,2022-02-14
Fredhäll,Rålambsvägen 52,4150000,97647,2244.0,42,2022-02-14
Vasastan,Rörstrandsgatan 27,5035000,125875,1364.0,40,2022-02-14
Årsta,Tämnarvägen 36,3550000,64545,3057.0,55,2022-02-14
Fredhäll,"Adlerbethsgatan 15, 2tr",4700000,102174,2630.0,46,2022-02-13
Vasastan,"Vanadisvägen 4, 2tr",6200000,89855,2526.0,69,2022-02-12
Södermalm,Ringvägen 83,4500000,97826,2427.0,46,2022-02-12
Vasastan,Norrbackagatan 44,8175000,125769,3282.0,65,2022-02-12
Fredhäll,"Stagneliusvägen 23, 6 tr",4700000,96907,3445.0,48,2022-02-11
Södermalm,"Ringvägen 155, 5 tr",5250000,138158,2226.0,38,2022-02-11
Vasastan,"Surbrunnsgatan 43A, 3tr",6600000,134694,2656.0,49,2022-02-11
