"Adress","Area","Date","Fee","Price","Price Per SQM","Size","index","timestamp","timestampString","uid","url","url_uid"
"Norrbackagatan 24, 4 tr.","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 30 januari 2023","2 288 kr/mån","Slutpris 5 750 000 kr","108 491 kr/m²","53 m²                                   2 rum",49,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","JF2kDace0sqyyWxoKX4q","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Valhallavägen 104","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 30 januari 2023","1 830 kr/mån","Slutpris 5 800 000 kr","128 889 kr/m²","45 m²                                   2 rum",50,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","W4nQqOyaWzzfKm817z2Y","https://www.hemnet.se/salda/bostader?location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&item_types%5B%5D=bostadsratt&rooms_min=2&rooms_max=2&sold_age=12m","1"
"Dalagatan 102","LägenhetLägenhet                    Hagastaden,              Stockholms kommun","Såld 30 januari 2023","2 364 kr/mån","Slutpris 3 540 000 kr","104 118 kr/m²","34 m²                                   2 rum",51,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","JBXIIg9IjrqL9CFZclFv","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Ölandsgatan 49C, 2,5tr Gårdshus","LägenhetLägenhet                    Södermalm Katarina,              Stockholms kommun","Såld 30 januari 2023","2 482 kr/mån","Slutpris 6 500 000 kr","108 333 kr/m²","60 m²                                   2 rum",52,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","7tcDEhl0p3riScI93L88","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Gävlegatan 11","LägenhetLägenhet                    Vasastan - Röda Bergen,              Stockholms kommun","Såld 29 januari 2023","1 742 kr/mån","Slutpris 4 150 000 kr","109 211 kr/m²","38 m²                                   2 rum",53,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","JfaTEd2trwMmP3tPhdXs","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Dalagatan 108 (31 / 1105)","LägenhetLägenhet                    Vasastan / Haganorra,              Stockholms kommun","Såld 29 januari 2023","2 149 kr/mån","Slutpris 3 495 000 kr","102 794 kr/m²","34 m²                                   2 rum",54,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","hM2KdS1QuLHUHFPqSvar","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Rådmansgatan 11, 4 tr","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 28 januari 2023","1 130 kr/mån","Slutpris 4 600 000 kr","124 324 kr/m²","37 m²                                   2 rum",55,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","M6velCDjlz6mq8Vk2iBh","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Emmy rappes gata 2, vån 3","LägenhetLägenhet                    Hagastaden,              Stockholms kommun","Såld 28 januari 2023","3 656 kr/mån","Slutpris 5 900 000 kr","100 000 kr/m²","59 m²                                   2 rum",56,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","oURppiqbPEpFiaVQTX7g","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Timotejgatan 7","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 28 januari 2023","2 545 kr/mån","Slutpris 3 750 000 kr","83 333 kr/m²","45 m²                                   2 rum",57,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","T1CccwEt6WudFXTXcozA","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Maria Prästgårdsgata 2 B","LägenhetLägenhet                    Södermalm/Kvarnberget,              Stockholms kommun","Såld 28 januari 2023","2 488 kr/mån","Slutpris 4 000 000 kr","105 263 kr/m²","38 m²                                   2 rum",58,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","AqSTGngfdDg82jHonTwT","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Eklångsvägen 19","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 28 januari 2023","2 720 kr/mån","Slutpris 2 870 000 kr","67 213 kr/m²","42,7 m²                                   2 rum",59,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","kqgmoGoFH3Crp5gAILQM","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Rödabergsgatan 9A 1,5 tr","LägenhetLägenhet                    Vasastan - Röda Bergen,              Stockholms kommun","Såld 27 januari 2023","2 658 kr/mån","Slutpris 4 625 000 kr","102 778 kr/m²","45 m²                                   2 rum",60,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","ii1nIZx676JAKcoIUfx6","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Tavastgatan 28","LägenhetLägenhet                    Mariaberget,              Stockholms kommun","Såld 27 januari 2023","2 261 kr/mån","Slutpris 4 100 000 kr","97 619 kr/m²","42 m²                                   2 rum",61,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","PcFoFsqaNyfN28bm7rLY","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Linnegatan 16","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 27 januari 2023","2 969 kr/mån","Slutpris 7 000 000 kr","127 273 kr/m²","55 m²                                   2 rum",62,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","QLRBolrDeEW2B6fdNF5C","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Idungatan 8 A, 4 tr","LägenhetLägenhet                    vasastan,              Stockholms kommun","Såld 27 januari 2023","2 606 kr/mån","Slutpris 7 250 000 kr","111 538 kr/m²","65 m²                                   2 rum",63,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","CJE7prkpzNdRS7Z9Kjx0","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Timmermansgatan 37","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 26 januari 2023","2 585 kr/mån","Slutpris 4 360 000 kr","96 889 kr/m²","45 m²                                   2 rum",64,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","GHksSgFH4ebCvl2FkJqC","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Torbjörn Klockares Gata 2, 3tr","LägenhetLägenhet                    Vasastan - Röda Bergen,              Stockholms kommun","Såld 26 januari 2023","2 339 kr/mån","Slutpris 4 340 000 kr","108 500 kr/m²","40 m²                                   2 rum",65,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","QmF1TFRRvnDA1W4asDw2","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Sturegatan 42","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 26 januari 2023","1 469 kr/mån","Slutpris 5 500 000 kr","130 952 kr/m²","42 m²                                   2 rum",66,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","gEqh33OX77w42uKcvLiA","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Gotlandsgatan 67","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 26 januari 2023","2 054 kr/mån","Slutpris 4 600 000 kr","86 792 kr/m²","53 m²                                   2 rum",67,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","NzWP9uNL6BGZBmP4ojMI","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Tegnérgatan 55D","LägenhetLägenhet                    Vasastan,              Stockholms kommun","Såld 26 januari 2023","2 725 kr/mån","Slutpris 4 650 000 kr","110 714 kr/m²","42 m²                                   2 rum",68,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","2b9IowT9UI10KGGITZOy","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Brännkyrkagatan 88, 2 tr","LägenhetLägenhet                    Stockholm - Södermalm,              Stockholms kommun","Såld 26 januari 2023","3 210 kr/mån","Slutpris 5 200 000 kr","94 545 kr/m²","55 m²                                   2 rum",69,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Mf5C3VNTBLIX8aztB0AL","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Valhallavägen 22b, 4tr","LägenhetLägenhet                    Östermalm-Vasastan,              Stockholms kommun","Såld 26 januari 2023","2 428 kr/mån","Slutpris 3 950 000 kr","103 947 kr/m²","38 m²                                   2 rum",70,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","hkyeydEqNfuMWtLFdWL8","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Tegelviksgatan 30, 2 tr","LägenhetLägenhet                    Södermalm,              Stockholms kommun","Såld 26 januari 2023","4 088 kr/mån","Slutpris 4 050 000 kr","80 198 kr/m²","50,5 m²                                   2 rum",71,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","BbKMMYkev4gTznTIzMkS","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Vitalisvägen 6","LägenhetLägenhet                    Fredhäll,              Stockholms kommun","Såld 26 januari 2023","2 150 kr/mån","Slutpris 3 265 000 kr","84 805 kr/m²","38,5 m²                                   2 rum",72,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","Oif9lf0E9CKUPve9HIWP","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Storsjövägen 38, 2tr","LägenhetLägenhet                    Årsta,              Stockholms kommun","Såld 25 januari 2023","3 048 kr/mån","Slutpris 3 420 000 kr","63 333 kr/m²","54 m²                                   2 rum",73,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","04uttTQCR1s32Wc2olzg","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Vulcanusgatan 1","LägenhetLägenhet                    Vasastaden,              Stockholms kommun","Såld 25 januari 2023","2 250 kr/mån","Slutpris 4 500 000 kr","109 756 kr/m²","41 m²                                   2 rum",74,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","VUIYTbe8V9FZRTFICOLQ","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Bohusgatan 29","LägenhetLägenhet                    Sofia,              Stockholms kommun","Såld 25 januari 2023","3 229 kr/mån","Slutpris 5 125 000 kr","80 078 kr/m²","64 m²                                   2 rum",75,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","dEs9ASoiw8SWgS3dBmcT","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Gästrikegatan 3A, 1 tr","LägenhetLägenhet                    Vasastan / Vasaparken,              Stockholms kommun","Såld 25 januari 2023","3 048 kr/mån","Slutpris 6 300 000 kr","116 667 kr/m²","54 m²                                   2 rum",76,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","duaYl6gv7EPPZqEPEM3P","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Slipgatan 5","LägenhetLägenhet                    Södermalm - Högalid,              Stockholms kommun","Såld 25 januari 2023","2 476 kr/mån","Slutpris 4 050 000 kr","98 780 kr/m²","41 m²                                   2 rum",77,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","p20Qn7Tsgf7N0z509J6Q","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Norra Stationsgatan 119, 4tr","LägenhetLägenhet                    Vasastan - Birkastan,              Stockholms kommun","Såld 25 januari 2023","4 082 kr/mån","Slutpris 5 300 000 kr","84 127 kr/m²","63 m²                                   2 rum",78,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","2xal3WmhdMBviG5vXY3s","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Palmbladsvägen 2, 3tr","LägenhetLägenhet                    Kungsholmen - Fredhäll,              Stockholms kommun","Såld 25 januari 2023","4 342 kr/mån","Slutpris 4 650 000 kr","78 814 kr/m²","59 m²                                   2 rum",79,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","0mihhGaLfjscG3YHfgmp","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
"Eriksbergsgatan 12 A","LägenhetLägenhet                    Östermalm,              Stockholms kommun","Såld 25 januari 2023","1 761 kr/mån","Slutpris 7 800 000 kr","147 170 kr/m²","53 m²                                   2 rum",80,1675427967343,"Fri, 03 Feb 2023 12:39:27 GMT","6sA10toMyHJ343q5frDt","https://www.hemnet.se/salda/bostader?item_types%5B%5D=bostadsratt&location_ids%5B%5D=473448&location_ids%5B%5D=898472&location_ids%5B%5D=925970&location_ids%5B%5D=473440&location_ids%5B%5D=473359&page=2&rooms_max=2&rooms_min=2&sold_age=12m","2"
